Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
P41212	ETV6	KW-0238|KW-0678	DNA-binding|Repressor	GO:0003700|GO:0019904|GO:0000978|GO:0000977|GO:0000981|GO:0001077|GO:0001227	DNA-binding transcription factor activity|protein domain specific binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding
Q8TBE9	NANP	KW-0378	Hydrolase	GO:0050124	N-acylneuraminate-9-phosphatase activity
A4Q9F0	Ttll7	KW-0217|KW-0436	Developmental protein|Ligase	GO:0043014|GO:0005524|GO:0048487|GO:0070740	alpha-tubulin binding|ATP binding|beta-tubulin binding|tubulin-glutamic acid ligase activity
P23907	PRNP	KW-0640	Prion	GO:0001540|GO:0005507|GO:1903136|GO:0042802|GO:0008017|GO:0044877|GO:0015631|GO:0031802	amyloid-beta binding|copper ion binding|cuprous ion binding|identical protein binding|microtubule binding|protein-containing complex binding|tubulin binding|type 5 metabotropic glutamate receptor binding
P02144	MB	KW-0514	Muscle protein	GO:0020037|GO:0046872|GO:0019825|GO:0005344	heme binding|metal ion binding|oxygen binding|oxygen carrier activity
P25963	NFKBIA			GO:0019899|GO:0031072|GO:0042802|GO:0051059|GO:0008139|GO:0044877|GO:0008134|GO:0031625	enzyme binding|heat shock protein binding|identical protein binding|NF-kappaB binding|nuclear localization sequence binding|protein-containing complex binding|transcription factor binding|ubiquitin protein ligase binding
P56526	aglA	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0004558|GO:0030246|GO:0032450	alpha-1,4-glucosidase activity|carbohydrate binding|maltose alpha-glucosidase activity
Q13107	USP4	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0031685|GO:0042802|GO:0046872|GO:0004843|GO:0036459	adenosine receptor binding|identical protein binding|metal ion binding|thiol-dependent ubiquitin-specific protease activity|thiol-dependent ubiquitinyl hydrolase activity
P48549	KCNJ3	KW-0407|KW-0851	Ion channel|Voltage-gated channel	GO:0015467|GO:0086089|GO:1902282	G-protein activated inward rectifier potassium channel activity|voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization|voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
P48544	KCNJ5	KW-0407|KW-0851	Ion channel|Voltage-gated channel	GO:0015467|GO:0086089|GO:1902282	G-protein activated inward rectifier potassium channel activity|voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization|voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
Q9Y210	TRPC6	KW-0107|KW-0407	Calcium channel|Ion channel	GO:0003779|GO:0042805|GO:0051117|GO:0005262|GO:0005261|GO:0030276|GO:0070679|GO:0042803|GO:0015279	actin binding|actinin binding|ATPase binding|calcium channel activity|cation channel activity|clathrin binding|inositol 1,4,5 trisphosphate binding|protein homodimerization activity|store-operated calcium channel activity
Q13507	TRPC3	KW-0107|KW-0407	Calcium channel|Ion channel	GO:0005262|GO:0070679|GO:0015279	calcium channel activity|inositol 1,4,5 trisphosphate binding|store-operated calcium channel activity
Q63199	Fas	KW-0112|KW-0675	Calmodulin-binding|Receptor	GO:0005516|GO:0002020|GO:0044877|GO:0038023|GO:0004888|GO:0005031|GO:0043120	calmodulin binding|protease binding|protein-containing complex binding|signaling receptor activity|transmembrane signaling receptor activity|tumor necrosis factor-activated receptor activity|tumor necrosis factor binding
O60307	MAST3	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0000287|GO:0004674	ATP binding|magnesium ion binding|protein serine/threonine kinase activity
Q9UBT2	UBA2	KW-0808	Transferase	GO:0016881|GO:0005524|GO:0008047|GO:0000287|GO:0046982|GO:0044388|GO:0019948|GO:0032183|GO:0008134|GO:0016740|GO:0044390	acid-amino acid ligase activity|ATP binding|enzyme activator activity|magnesium ion binding|protein heterodimerization activity|small protein activating enzyme binding|SUMO activating enzyme activity|SUMO binding|transcription factor binding|transferase activity|ubiquitin-like protein conjugating enzyme binding
O15118	NPC1	KW-1183|KW-0675	Host cell receptor for virus entry|Receptor	GO:0015485|GO:0038023|GO:0015248|GO:0004888|GO:0001618	cholesterol binding|signaling receptor activity|sterol transporter activity|transmembrane signaling receptor activity|virus receptor activity
Q62645	Grin2d	KW-0407|KW-1071|KW-0675	Ion channel|Ligand-gated ion channel|Receptor	GO:0005261|GO:0016595|GO:0022849|GO:0004970|GO:0042165|GO:0004972|GO:0022843	cation channel activity|glutamate binding|glutamate-gated calcium ion channel activity|ionotropic glutamate receptor activity|neurotransmitter binding|NMDA glutamate receptor activity|voltage-gated cation channel activity
O15399	GRIN2D	KW-0407|KW-1071|KW-0675	Ion channel|Ligand-gated ion channel|Receptor	GO:0022849|GO:0004970|GO:0004972|GO:0005088	glutamate-gated calcium ion channel activity|ionotropic glutamate receptor activity|NMDA glutamate receptor activity|Ras guanyl-nucleotide exchange factor activity
P54132	BLM	KW-0238|KW-0347|KW-0378	DNA-binding|Helicase|Hydrolase	GO:1905773|GO:0036310|GO:0016887|GO:0005524|GO:0043140|GO:0004003|GO:0008026|GO:0000405|GO:0003677|GO:0008094|GO:0003678|GO:0061749|GO:0000400|GO:0009378|GO:0051880|GO:0004386|GO:0002039|GO:0042803|GO:0003697|GO:0061821|GO:0061849|GO:0000403|GO:0008270	8-hydroxy-2'-deoxyguanosine DNA binding|annealing helicase activity|ATPase activity|ATP binding|ATP-dependent 3'-5' DNA helicase activity|ATP-dependent DNA helicase activity|ATP-dependent helicase activity|bubble DNA binding|DNA binding|DNA-dependent ATPase activity|DNA helicase activity|forked DNA-dependent helicase activity|four-way junction DNA binding|four-way junction helicase activity|G-quadruplex DNA binding|helicase activity|p53 binding|protein homodimerization activity|single-stranded DNA binding|telomeric D-loop binding|telomeric G-quadruplex DNA binding|Y-form DNA binding|zinc ion binding
P46063	RECQL	KW-0238|KW-0347|KW-0378	DNA-binding|Helicase|Hydrolase	GO:0036310|GO:0005524|GO:0043140|GO:0004003|GO:0003677|GO:0003678|GO:0009378	annealing helicase activity|ATP binding|ATP-dependent 3'-5' DNA helicase activity|ATP-dependent DNA helicase activity|DNA binding|DNA helicase activity|four-way junction helicase activity
Q9UHJ3	SFMBT1	KW-0156|KW-0678	Chromatin regulator|Repressor	GO:0042393|GO:0003714	histone binding|transcription corepressor activity
P58308	Hcrtr2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0016499|GO:0042277|GO:0017046	G-protein coupled receptor activity|orexin receptor activity|peptide binding|peptide hormone binding
P58307	Hcrtr1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016499|GO:0042277|GO:0017046	orexin receptor activity|peptide binding|peptide hormone binding
Q80XI6	Map3k11	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0004706|GO:0004709|GO:0031434|GO:0031435|GO:0042803|GO:0004674|GO:0048365	ATP binding|identical protein binding|JUN kinase kinase kinase activity|MAP kinase kinase kinase activity|mitogen-activated protein kinase kinase binding|mitogen-activated protein kinase kinase kinase binding|protein homodimerization activity|protein serine/threonine kinase activity|Rac GTPase binding
Q99418	CYTH2	KW-0344	Guanine-nucleotide releasing factor	GO:0005086|GO:0070679|GO:0008289	ARF guanyl-nucleotide exchange factor activity|inositol 1,4,5 trisphosphate binding|lipid binding
O15427	SLC16A3			GO:0015129|GO:0008028|GO:0003723|GO:0015293	lactate transmembrane transporter activity|monocarboxylic acid transmembrane transporter activity|RNA binding|symporter activity
Q28998	ADRB1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004940|GO:0051379|GO:0051380|GO:0005088	beta1-adrenergic receptor activity|epinephrine binding|norepinephrine binding|Ras guanyl-nucleotide exchange factor activity
Q9TSZ3	KCNH2	KW-0407|KW-0631|KW-0851	Ion channel|Potassium channel|Voltage-gated channel	GO:0000155|GO:0005249	phosphorelay sensor kinase activity|voltage-gated potassium channel activity
Q63T71	ispF	KW-0456	Lyase	GO:0008685|GO:0046872	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|metal ion binding
Q8K0H1	Slc47a1			GO:0015238|GO:0005451	drug transmembrane transporter activity|monovalent cation:proton antiporter activity
P42512	fptA	KW-0675	Receptor	GO:1903981|GO:0005506|GO:0038023	enterobactin binding|iron ion binding|signaling receptor activity
P15311	EZR			GO:0003779|GO:0051015|GO:0051117|GO:0045296|GO:0050839|GO:0097718|GO:0042802|GO:0008017|GO:0008022|GO:0019904|GO:0051018|GO:0034236|GO:0034237|GO:0003723|GO:0044548	actin binding|actin filament binding|ATPase binding|cadherin binding|cell adhesion molecule binding|disordered domain specific binding|identical protein binding|microtubule binding|protein C-terminus binding|protein domain specific binding|protein kinase A binding|protein kinase A catalytic subunit binding|protein kinase A regulatory subunit binding|RNA binding|S100 protein binding
P18493	PARP1	KW-0238|KW-0328|KW-0808	DNA-binding|Glycosyltransferase|Transferase	GO:0003677|GO:0003910|GO:0003950|GO:0051287|GO:1990404|GO:0008270	DNA binding|DNA ligase (ATP) activity|NAD+ ADP-ribosyltransferase activity|NAD binding|protein ADP-ribosylase activity|zinc ion binding
Q673L6	Tert	KW-0238|KW-0548|KW-0687|KW-0695|KW-0808	DNA-binding|Nucleotidyltransferase|Ribonucleoprotein|RNA-directed DNA polymerase|Transferase	GO:0051087|GO:0046872|GO:0008022|GO:0042803|GO:0047485|GO:0003968|GO:0070034|GO:0003721|GO:0042162|GO:0098680|GO:0001223|GO:0000049	chaperone binding|metal ion binding|protein C-terminus binding|protein homodimerization activity|protein N-terminus binding|RNA-directed 5'-3' RNA polymerase activity|telomerase RNA binding|telomerase RNA reverse transcriptase activity|telomeric DNA binding|template-free RNA nucleotidyltransferase|transcription coactivator binding|tRNA binding
Q15382	RHEB			GO:0019003|GO:0003924|GO:0005525|GO:0000287|GO:0019901	GDP binding|GTPase activity|GTP binding|magnesium ion binding|protein kinase binding
P46952	HAAO	KW-0223|KW-0560	Dioxygenase|Oxidoreductase	GO:0000334|GO:0009055|GO:0008198	3-hydroxyanthranilate 3,4-dioxygenase activity|electron transfer activity|ferrous iron binding
P46953	Haao	KW-0223|KW-0560	Dioxygenase|Oxidoreductase	GO:0000334|GO:0005506|GO:0019825	3-hydroxyanthranilate 3,4-dioxygenase activity|iron ion binding|oxygen binding
P45845	LOX	KW-0560	Oxidoreductase	GO:0005507|GO:0004720	copper ion binding|protein-lysine 6-oxidase activity
Q9TRC7	AOC1	KW-0358|KW-0560	Heparin-binding|Oxidoreductase	GO:0005507|GO:0052597|GO:0008144|GO:0008201|GO:0052598|GO:0052599|GO:0008131|GO:0052600|GO:0044877|GO:0048038|GO:0008270	copper ion binding|diamine oxidase activity|drug binding|heparin binding|histamine oxidase activity|methylputrescine oxidase activity|primary amine oxidase activity|propane-1,3-diamine oxidase activity|protein-containing complex binding|quinone binding|zinc ion binding
Q9R117	Tyk2	KW-0418|KW-0808|KW-0829	Kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0005131|GO:0004715|GO:0004713|GO:0005102|GO:0031702	ATP binding|growth hormone receptor binding|non-membrane spanning protein tyrosine kinase activity|protein tyrosine kinase activity|signaling receptor binding|type 1 angiotensin receptor binding
Q8NHU3	SGMS2	KW-0418|KW-0808	Kinase|Transferase	GO:0047493|GO:0002950|GO:0016301|GO:0033188	ceramide cholinephosphotransferase activity|ceramide phosphoethanolamine synthase activity|kinase activity|sphingomyelin synthase activity
Q9Y259	CHKB	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0004103|GO:0004305	ATP binding|choline kinase activity|ethanolamine kinase activity
P24822	Iap	KW-0378	Hydrolase	GO:0004035|GO:0000287|GO:0002020|GO:0008270	alkaline phosphatase activity|magnesium ion binding|protease binding|zinc ion binding
P24823	Alppl2	KW-0378	Hydrolase	GO:0004035|GO:0046872	alkaline phosphatase activity|metal ion binding
Q96Q83	ALKBH3	KW-0223|KW-0560	Dioxygenase|Oxidoreductase	GO:0051747|GO:0043734|GO:0008198|GO:0031418|GO:1990930	cytosine C-5 DNA demethylase activity|DNA-N1-methyladenine dioxygenase activity|ferrous iron binding|L-ascorbic acid binding|RNA N1-methyladenosine dioxygenase activity
P9WQ17	glgE	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0004553|GO:0016758	hydrolase activity, hydrolyzing O-glycosyl compounds|transferase activity, transferring hexosyl groups
P09660	Chrne	KW-0407|KW-1071|KW-0675	Ion channel|Ligand-gated ion channel|Receptor	GO:0022848|GO:0004888	acetylcholine-gated cation-selective channel activity|transmembrane signaling receptor activity
Q9NNX6	CD209	KW-1183|KW-0675	Host cell receptor for virus entry|Receptor	GO:0030246|GO:0005537|GO:0046872|GO:0042605|GO:0046790|GO:0001618	carbohydrate binding|mannose binding|metal ion binding|peptide antigen binding|virion binding|virus receptor activity
P04085	PDGFA	KW-0217|KW-0339|KW-0497	Developmental protein|Growth factor|Mitogen	GO:0005518|GO:0008083|GO:0042802|GO:0046934|GO:0048407|GO:0005161|GO:0046982|GO:0042803|GO:0005088	collagen binding|growth factor activity|identical protein binding|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|platelet-derived growth factor binding|platelet-derived growth factor receptor binding|protein heterodimerization activity|protein homodimerization activity|Ras guanyl-nucleotide exchange factor activity
Q63009	Prmt1	KW-0489|KW-0808	Methyltransferase|Transferase	GO:0016275|GO:0008469|GO:0044020|GO:0042802|GO:0008327|GO:0016274|GO:0035242|GO:0035241|GO:0008276|GO:1904047|GO:0008757|GO:0030519	[cytochrome c]-arginine N-methyltransferase activity|histone-arginine N-methyltransferase activity|histone methyltransferase activity (H4-R3 specific)|identical protein binding|methyl-CpG binding|protein-arginine N-methyltransferase activity|protein-arginine omega-N asymmetric methyltransferase activity|protein-arginine omega-N monomethyltransferase activity|protein methyltransferase activity|S-adenosyl-L-methionine binding|S-adenosylmethionine-dependent methyltransferase activity|snoRNP binding
Q9UJW3	DNMT3L			GO:0008047|GO:0019899|GO:0046872|GO:0000981	enzyme activator activity|enzyme binding|metal ion binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding
Q07071	Gckr			GO:0030246|GO:0019899|GO:0004857|GO:0070095|GO:0019904	carbohydrate binding|enzyme binding|enzyme inhibitor activity|fructose-6-phosphate binding|protein domain specific binding
Q9QXE2	Poll	KW-0238|KW-0239|KW-0456|KW-0548|KW-0808	DNA-binding|DNA-directed DNA polymerase|Lyase|Nucleotidyltransferase|Transferase	GO:0051575|GO:0003677|GO:0003887|GO:0046872	5'-deoxyribose-5-phosphate lyase activity|DNA binding|DNA-directed DNA polymerase activity|metal ion binding
P54358	DNApol-delta	KW-0238|KW-0239|KW-0269|KW-0378|KW-0540|KW-0548|KW-0808	DNA-binding|DNA-directed DNA polymerase|Exonuclease|Hydrolase|Nuclease|Nucleotidyltransferase|Transferase	GO:0008296|GO:0051539|GO:0003677|GO:0003887|GO:0046872|GO:0000166	3'-5'-exodeoxyribonuclease activity|4 iron, 4 sulfur cluster binding|DNA binding|DNA-directed DNA polymerase activity|metal ion binding|nucleotide binding
P26019	DNApol-alpha180	KW-0238|KW-0239|KW-0269|KW-0378|KW-0511|KW-0540|KW-0548|KW-0808	DNA-binding|DNA-directed DNA polymerase|Exonuclease|Hydrolase|Multifunctional enzyme|Nuclease|Nucleotidyltransferase|Transferase	GO:0051539|GO:0003677|GO:0003887|GO:0008852|GO:0046872|GO:0001882|GO:0000166	4 iron, 4 sulfur cluster binding|DNA binding|DNA-directed DNA polymerase activity|exodeoxyribonuclease I activity|metal ion binding|nucleoside binding|nucleotide binding
Q8VCT4	Ces1d	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0052689|GO:0030339|GO:0004771|GO:0004806	carboxylic ester hydrolase activity|fatty-acyl-ethyl-ester synthase activity|sterol esterase activity|triglyceride lipase activity
Q9I8D0	ATP6V0A1			GO:0051117|GO:0046961	ATPase binding|proton-transporting ATPase activity, rotational mechanism
P00480	OTC	KW-0808	Transferase	GO:0016597|GO:0004585|GO:0042301|GO:0005543	amino acid binding|ornithine carbamoyltransferase activity|phosphate ion binding|phospholipid binding
P56470	LGALS4			GO:0030246|GO:0016936	carbohydrate binding|galactoside binding
O70126	Aurkb	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0035174|GO:0019900|GO:0046872|GO:0004672|GO:0004712|GO:0004674	ATP binding|histone serine kinase activity|kinase binding|metal ion binding|protein kinase activity|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity
Q60855	Ripk1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0070513|GO:0005123|GO:0042802|GO:0044877|GO:0004672|GO:0004674|GO:0031625	ATP binding|death domain binding|death receptor binding|identical protein binding|protein-containing complex binding|protein kinase activity|protein serine/threonine kinase activity|ubiquitin protein ligase binding
